#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr5-1267	chr5	3321981	3322481	+	86.2	0.753	316.0	10.57	6.78e-225	1.06
chr6-1140	chr6	55437942	55438442	+	86.2	0.745	309.0	36.7	0.0	1.09
chr6-3338	chr6	91488456	91488956	+	86.2	0.696	96.0	9.6	1.34e-211	1.2
chr6-1124	chr6	99933417	99933917	+	86.2	0.71	312.5	23.88	0.0	1.04
chr6-1237	chr6	131353504	131354004	+	86.2	0.791	281.5	27.12	0.0	1.18
chr1-2605	chr1	87131880	87132380	+	86.2	0.733	184.0	41.91	0.0	1.04
chr7-4102	chr7	6913670	6914170	+	86.2	0.688	81.0	37.79	0.0	1.31
chr7-1121	chr7	111827037	111827537	+	86.2	0.71	328.0	93.2	0.0	1.01
chr5-5019	chr5	140704269	140704769	+	86.2	0.788	70.0	8.48	1.34e-194	1.62
chr12-941	chr12	35831115	35831615	+	86.1	0.818	288.0	28.53	0.0	1.2
chr13-16495	chr13	23432456	23432956	+	86.1	0.725	14.0	4.64	2.69e-117	1.9
chr12-2055	chr12	52635145	52635645	+	86.1	0.702	123.5	19.14	1.35e-309	1.1
chr10-4728	chr10	82047836	82048336	+	86.1	0.771	64.0	84.41	0.0	1.31
chr11-1991	chr11	98026415	98026915	+	86.1	0.715	278.5	8.82	3.9400000000000007e-200	1.24
chr11-1935	chr11	77078233	77078733	+	86.1	0.781	286.5	89.38	0.0	1.19
chr11-1828	chr11	44812319	44812819	+	86.1	0.755	300.0	94.45	0.0	1.1
chr13-1023	chr13	52981016	52981516	+	86.1	0.624	295.0	12.68	1.58e-250	1.11
chr13-944	chr13	51996143	51996643	+	86.1	0.736	309.0	5.17	1.52e-130	1.06
chr17-6123	chr17	78387600	78388100	+	86.1	0.798	39.0	8.29	8.79e-192	1.23
chr15-1414	chr15	66964722	66965222	+	86.1	0.712	292.5	5.21	1.64e-131	1.14
chr16-2378	chr16	90220410	90220910	+	86.1	0.754	84.5	21.4	0.0	1.29
chr16-2462	chr16	93006511	93007011	+	86.1	0.794	81.0	15.18	3.66e-276	1.43
chr18-653	chr18	88851028	88851528	+	86.1	0.722	311.0	19.82	1.16e-314	1.3
chr19-4448	chr19	8712805	8713305	+	86.1	0.719	39.0	9.35	3.8300000000000005e-208	1.4
chr19-746	chr19	34423979	34424479	+	86.1	0.72	311.5	43.36	0.0	1.07
chr19-1677	chr19	46948548	46949048	+	86.1	0.803	129.5	14.44	5.14e-269	1.3
chrX-1090	chrX	52912023	52912523	+	86.1	0.761	103.0	108.2	0.0	1.18
chr10-1131	chr10	8760542	8761042	+	86.1	0.767	293.0	42.96	0.0	1.15
chr10-1909	chr10	61272025	61272525	+	86.1	0.715	181.0	7.83	4.35e-184	1.22
chr10-1063	chr10	75222407	75222907	+	86.1	0.686	310.0	16.35	8.919999999999999e-287	1.08
chr9-1344	chr9	50000475	50000975	+	86.1	0.741	289.5	13.5	2.0900000000000002e-259	1.17
chr3-1145	chr3	20281713	20282213	+	86.1	0.743	299.0	115.34	0.0	1.11
chr9-3094	chr9	22385883	22386383	+	86.1	0.746	119.5	12.49	2.16e-248	1.22
chr1-1560	chr1	70621804	70622304	+	86.1	0.785	297.0	177.4	0.0	1.16
chr1-4051	chr1	82189539	82190039	+	86.1	0.796	109.0	126.85	0.0	1.15
chr1-1583	chr1	89121508	89122008	+	86.1	0.723	292.0	6.82	7.35e-166	1.18
chr1-1596	chr1	130879922	130880422	+	86.1	0.752	291.0	56.0	0.0	1.15
chr1-1497	chr1	195130848	195131348	+	86.1	0.69	307.5	102.18	0.0	1.11
chr2-1617	chr2	118408346	118408846	+	86.1	0.671	311.0	14.95	6.09e-274	1.08
chr2-1743	chr2	163349353	163349853	+	86.1	0.777	291.0	10.52	2.1600000000000002e-224	1.17
chr1-1415	chr1	119799149	119799649	+	86.1	0.738	321.5	30.28	0.0	1.04
chr3-1229	chr3	31023636	31024136	+	86.1	0.555	284.5	7.7	7.08e-182	1.31
chr3-2117	chr3	144669229	144669729	+	86.1	0.764	167.0	7.11	2.56e-171	1.18
chr4-3161	chr4	45107886	45108386	+	86.1	0.78	127.0	28.48	0.0	1.22
chr4-1362	chr4	89169626	89170126	+	86.1	0.743	310.0	31.22	0.0	1.06
chr4-1542	chr4	138913785	138914285	+	86.1	0.761	279.0	80.25	0.0	1.26
chr5-1403	chr5	77080767	77081267	+	86.1	0.77	290.5	35.46	0.0	1.15
chr5-2452	chr5	140800274	140800774	+	86.1	0.746	169.5	52.71	0.0	1.22
chr3-1071	chr3	40746181	40746681	+	86.1	0.682	312.0	19.6	4.64e-313	1.13
chr7-1220	chr7	135603060	135603560	+	86.1	0.753	308.0	13.93	7.22e-264	1.07
chr11-1806	chr11	63565442	63565942	+	86.0	0.759	304.0	83.09	0.0	1.14
chr11-1719	chr11	119625411	119625911	+	86.0	0.715	317.0	27.54	0.0	1.05
chr11-1791	chr11	104596348	104596848	+	86.0	0.781	306.0	12.99	4.46e-253	1.12
chr11-6404	chr11	102218680	102219180	+	86.0	0.747	70.5	6.38	1.4300000000000001e-156	1.29
chr11-5489	chr11	74862083	74862583	+	86.0	0.723	86.0	10.5	3.0200000000000003e-223	1.19
chr10-1068	chr10	44518715	44519215	+	86.0	0.742	309.0	57.4	0.0	1.07
chr11-1736	chr11	23007546	23008046	+	86.0	0.688	313.5	20.07	2.15e-315	1.08
chr10-5411	chr10	111575857	111576357	+	86.0	0.746	55.0	8.17	5.169999999999999e-189	1.5
chr10-4579	chr10	59918043	59918543	+	86.0	0.778	66.5	4.34	5.45e-109	1.3
chr10-1078	chr10	24173193	24173693	+	86.0	0.761	307.5	39.14	0.0	1.12
chr13-2905	chr13	15498266	15498766	+	86.0	0.791	104.5	37.75	0.0	1.18
chr12-2333	chr12	88245715	88246215	+	86.0	0.781	107.0	27.66	0.0	1.39
chr18-1791	chr18	60891226	60891726	+	86.0	0.788	121.5	6.07	3.49e-150	1.28
chr13-2840	chr13	48545650	48546150	+	86.0	0.678	107.0	6.24	1.16e-153	1.22
chr14-1521	chr14	117527029	117527529	+	86.0	0.777	155.5	43.16	0.0	1.14
chr15-1467	chr15	34495039	34495539	+	86.0	0.731	281.5	84.6	0.0	1.25
chr9-1282	chr9	124312452	124312952	+	86.0	0.783	303.0	258.5	0.0	1.11
chr15-1485	chr15	59064191	59064691	+	86.0	0.715	279.0	6.88	2.2e-166	1.21
chr16-702	chr16	24515114	24515614	+	86.0	0.704	323.0	5.85	1.69e-145	1.03
chr17-1028	chr17	24007425	24007925	+	86.0	0.736	314.5	6.92	3.9100000000000005e-167	1.13
chr17-4450	chr17	55891772	55892272	+	86.0	0.86	57.0	30.6	0.0	1.58
chr18-721	chr18	54714425	54714925	+	86.0	0.77	291.0	62.48	0.0	1.18
chr18-674	chr18	61659747	61660247	+	86.0	0.606	304.5	6.69	1.17e-162	1.07
chr19-894	chr19	42035295	42035795	+	86.0	0.722	265.5	7.61	1.4100000000000002e-179	1.32
chr10-3384	chr10	14602660	14603160	+	86.0	0.708	94.5	38.2	0.0	1.42
chr4-1368	chr4	124817719	124818219	+	86.0	0.689	309.0	21.86	0.0	1.1
chr9-3420	chr9	77673064	77673564	+	86.0	0.711	107.0	57.3	0.0	1.28
chr5-1221	chr5	66518231	66518731	+	86.0	0.695	325.5	11.5	5.65e-236	1.0
chr9-2797	chr9	49927244	49927744	+	86.0	0.744	134.5	9.88	7.35e-215	1.09
chr1-3267	chr1	135687908	135688408	+	86.0	0.727	141.5	4.54	3.23e-114	1.21
chr1-3179	chr1	164628795	164629295	+	86.0	0.697	146.5	20.93	1.52e-321	1.2
chr2-1643	chr2	75737017	75737517	+	86.0	0.759	306.0	42.38	0.0	1.08
chr3-2534	chr3	36493964	36494464	+	86.0	0.727	134.5	5.76	1.96e-143	1.1
chr3-1042	chr3	94582479	94582979	+	86.0	0.705	319.0	26.59	0.0	1.07
chr3-6150	chr3	96600669	96601169	+	86.0	0.682	47.5	9.68	4.7100000000000004e-212	1.35
chr4-6538	chr4	40846484	40846984	+	86.0	0.728	53.0	6.37	3.14e-156	1.3
chr5-1300	chr5	31571046	31571546	+	86.0	0.736	308.0	10.07	1.79e-217	1.09
chr5-2397	chr5	36663270	36663770	+	86.0	0.768	173.5	49.12	0.0	1.1
chr2-3664	chr2	36136418	36136918	+	86.0	0.675	132.5	41.67	0.0	1.39
chr6-5502	chr6	126484826	126485326	+	86.0	0.753	54.0	9.5	1.32e-209	1.58
chr8-1327	chr8	87182371	87182871	+	86.0	0.552	297.5	14.21	9.35e-266	1.17
chr7-3185	chr7	13278221	13278721	+	86.0	0.57	110.5	22.78	0.0	1.18
chr9-1270	chr9	44479606	44480106	+	86.0	0.579	304.5	4.07	3.05e-101	1.15
chr8-1291	chr8	117388363	117388863	+	86.0	0.7	306.0	14.67	2.9399999999999998e-270	1.04
chr8-1247	chr8	88084617	88085117	+	86.0	0.749	315.5	21.65	0.0	1.07
chr8-15510	chr8	106415075	106415575	+	86.0	0.689	19.5	14.94	6.410000000000001e-273	1.62
chr8-1406	chr8	14476982	14477482	+	86.0	0.783	284.5	18.51	1.1400000000000001e-303	1.2
chr7-1266	chr7	45865966	45866466	+	86.0	0.778	297.5	41.23	0.0	1.12
chr7-1238	chr7	25219682	25220182	+	86.0	0.682	303.5	9.61	4.17e-211	1.12
chr7-1281	chr7	19010566	19011066	+	86.0	0.801	293.0	10.98	1.89e-229	1.15
chr11-1634	chr11	113487519	113488019	+	85.8	0.735	331.0	19.8	1.19e-313	0.99
chr14-733	chr14	99499412	99499912	+	85.8	0.625	323.0	48.33	0.0	1.18
chr12-877	chr12	73894816	73895316	+	85.8	0.747	311.0	12.44	3.81e-247	1.06
chr12-835	chr12	102302858	102303358	+	85.8	0.709	326.0	10.09	4.74e-218	0.97
chr13-877	chr13	39252564	39253064	+	85.8	0.677	328.5	163.61	0.0	0.96
chr13-905	chr13	44904137	44904637	+	85.8	0.72	319.0	39.51	0.0	1.04
chr13-3134	chr13	52530533	52531033	+	85.8	0.823	95.5	15.4	2.1599999999999999e-277	1.33
chr14-802	chr14	55722024	55722524	+	85.8	0.718	301.0	9.34	2.46e-207	1.12
chr18-695	chr18	47169873	47170373	+	85.8	0.721	300.0	43.13	0.0	1.12
chr15-2409	chr15	41447194	41447694	+	85.8	0.74	161.5	46.59	0.0	1.19
chr15-3062	chr15	77358554	77359054	+	85.8	0.763	121.0	9.29	1.16e-206	1.3
chr15-1364	chr15	83555550	83556050	+	85.8	0.672	303.0	5.38	4.3799999999999996e-135	1.11
chr17-3519	chr17	34850014	34850514	+	85.8	0.765	76.0	16.98	1.99e-291	1.51
chr18-4493	chr18	6515945	6516445	+	85.8	0.662	40.0	25.96	0.0	1.56
chr19-844	chr19	37886635	37887135	+	85.8	0.784	276.0	15.74	1.3799999999999999e-280	1.22
chrX-337	chrX	75130739	75131239	+	85.8	0.748	302.0	155.22	0.0	1.14
chr9-1327	chr9	54916944	54917444	+	85.8	0.807	292.0	110.28	0.0	1.12
chr9-3986	chr9	59353147	59353647	+	85.8	0.781	88.0	30.87	0.0	1.21
chr11-3992	chr11	44323301	44323801	+	85.8	0.736	129.5	22.91	0.0	1.24
chr9-1489	chr9	50893617	50894117	+	85.8	0.828	266.0	6.35	5.100000000000001e-156	1.38
chr4-1386	chr4	95663568	95664068	+	85.8	0.75	306.0	56.48	0.0	1.12
chr1-1621	chr1	43224139	43224639	+	85.8	0.757	285.5	21.94	0.0	1.18
chr1-1467	chr1	90177844	90178344	+	85.8	0.702	312.5	8.19	1.57e-189	1.07
chr1-1602	chr1	171037829	171038329	+	85.8	0.708	289.5	20.13	5.05e-316	1.2
chr2-5543	chr2	132006406	132006906	+	85.8	0.766	82.0	13.39	1.6400000000000002e-257	1.37
chr3-1282	chr3	100227399	100227899	+	85.8	0.77	275.0	133.52	0.0	1.28
chr3-1149	chr3	104864205	104864705	+	85.8	0.663	299.0	61.62	0.0	1.13
chr3-6358	chr3	159883266	159883766	+	85.8	0.738	46.0	10.55	3.83e-224	1.33
chr2-5835	chr2	117748836	117749336	+	85.8	0.749	77.5	14.9	1.0500000000000001e-272	1.47
chr4-1449	chr4	117330751	117331251	+	85.8	0.758	294.5	42.76	0.0	1.13
chr5-1290	chr5	3868265	3868765	+	85.8	0.682	309.5	22.81	0.0	1.07
chr5-1264	chr5	125426283	125426783	+	85.8	0.649	317.5	7.27	1.05e-173	1.09
chr6-6651	chr6	91076091	91076591	+	85.8	0.708	43.5	31.44	0.0	1.61
chr7-1235	chr7	99311430	99311930	+	85.8	0.736	305.0	11.46	1.2500000000000001e-235	1.07
chr8-3733	chr8	86692172	86692672	+	85.8	0.731	90.5	52.13	0.0	1.18
chr9-1657	chr9	43873796	43874296	+	85.8	0.545	241.5	15.52	1.5599999999999998e-278	1.22
chr4-1393	chr4	150070075	150070575	+	85.8	0.762	305.0	9.95	4.94e-216	1.1
chr13-1001	chr13	44176040	44176540	+	85.7	0.739	297.5	28.74	0.0	1.14
chr14-763	chr14	76478557	76479057	+	85.7	0.718	313.5	9.45	3.0700000000000003e-208	1.11
chr14-731	chr14	76043570	76044070	+	85.7	0.675	323.5	69.67	0.0	1.01
chr14-735	chr14	67884676	67885176	+	85.7	0.725	322.5	9.5	5.780000000000001e-209	0.99
chr14-780	chr14	63245068	63245568	+	85.7	0.725	309.0	38.69	0.0	1.04
chr14-751	chr14	47649067	47649567	+	85.7	0.637	317.0	8.24	1.04e-189	1.06
chr12-1461	chr12	84862131	84862631	+	85.7	0.768	188.0	4.12	1.53e-102	1.12
chr13-5036	chr13	9014335	9014835	+	85.7	0.8	52.5	19.24	2.2e-308	1.49
chr13-4670	chr13	7058945	7059445	+	85.7	0.703	57.5	79.18	0.0	1.33
chr12-1576	chr12	118814444	118814944	+	85.7	0.652	172.5	12.22	9.589999999999999e-244	1.25
chr12-870	chr12	70111770	70112270	+	85.7	0.67	313.0	23.83	0.0	1.11
chr15-1521	chr15	8963201	8963701	+	85.7	0.82	271.5	39.12	0.0	1.3
chr15-1431	chr15	3509117	3509617	+	85.7	0.768	289.5	118.16	0.0	1.2
chr17-1093	chr17	65697942	65698442	+	85.7	0.711	297.0	10.86	2.4e-227	1.11
chr15-1478	chr15	77933709	77934209	+	85.7	0.664	280.0	4.22	3.63e-105	1.22
chr15-4094	chr15	102673471	102673971	+	85.7	0.7	85.0	9.15	8.02e-204	1.29
chr16-720	chr16	30066902	30067402	+	85.7	0.617	317.5	5.99	6.31e-148	1.02
chr16-1668	chr16	94537136	94537636	+	85.7	0.741	131.0	7.53	1.2e-177	1.31
chr17-1027	chr17	17825880	17826380	+	85.7	0.674	314.5	4.8	1.32e-120	1.06
chr17-2611	chr17	28269606	28270106	+	85.7	0.745	110.5	6.48	4.65e-158	1.17
chr17-1080	chr17	44767328	44767828	+	85.7	0.693	301.5	19.82	1e-312	1.18
chr17-1170	chr17	46782434	46782934	+	85.7	0.684	281.0	19.87	4.68e-313	1.2
chr12-951	chr12	17223173	17223673	+	85.7	0.784	285.5	8.54	1.4e-194	1.22
chr19-1500	chr19	48779011	48779511	+	85.7	0.698	151.0	44.41	0.0	1.1
chr19-2376	chr19	57189377	57189877	+	85.7	0.712	85.5	5.49	5.9099999999999995e-137	1.23
chr19-799	chr19	60861175	60861675	+	85.7	0.734	292.5	25.25	0.0	1.12
chr12-2931	chr12	59219291	59219791	+	85.7	0.759	80.0	22.77	0.0	1.57
chr3-1096	chr3	123104205	123104705	+	85.7	0.723	307.5	13.17	2.5799999999999997e-254	1.07
chr11-1815	chr11	69919507	69920007	+	85.7	0.67	302.5	5.09	1.33e-127	1.06
chr6-1245	chr6	101484765	101485265	+	85.7	0.784	279.0	43.85	0.0	1.18
chr1-1658	chr1	62678487	62678987	+	85.7	0.761	280.5	16.32	9.419999999999999e-285	1.17
chr1-1324	chr1	87642981	87643481	+	85.7	0.73	333.5	23.73	0.0	1.06
chr1-5447	chr1	135535226	135535726	+	85.7	0.72	76.5	16.96	3.12e-290	1.34
chr2-4087	chr2	25546718	25547218	+	85.7	0.747	115.5	8.38	6.2e-192	1.43
chr11-1836	chr11	46025811	46026311	+	85.7	0.707	299.5	31.22	0.0	1.08
chr2-5847	chr2	167078953	167079453	+	85.7	0.542	77.5	4.74	4.72e-119	1.31
chr3-1177	chr3	84951996	84952496	+	85.7	0.774	293.5	79.63	0.0	1.18
chr4-3348	chr4	82510767	82511267	+	85.7	0.7	119.5	17.59	1.65e-295	1.27
chr4-1517	chr4	139769499	139769999	+	85.7	0.766	282.5	16.23	5.54e-284	1.17
chr5-3777	chr5	98076586	98077086	+	85.7	0.796	98.0	102.2	0.0	1.19
chr5-1315	chr5	125426283	125426783	+	85.7	0.57	306.5	7.26	7.6e-173	1.11
chr6-1122	chr6	84579492	84579992	+	85.7	0.794	312.5	20.94	1.17e-320	1.09
chr2-4058	chr2	121916191	121916691	+	85.7	0.716	117.0	67.9	0.0	1.22
chr7-6430	chr7	89738762	89739262	+	85.7	0.709	46.0	55.99	0.0	1.27
chr9-7804	chr9	15026373	15026873	+	85.7	0.774	40.0	14.27	1.2900000000000002e-265	1.22
chr7-1200	chr7	114480130	114480630	+	85.7	0.701	310.5	95.08	0.0	1.05
chr10-1158	chr10	3466112	3466612	+	85.7	0.755	289.5	66.54	0.0	1.17
chr9-2405	chr9	79617332	79617832	+	85.7	0.795	159.0	22.56	0.0	1.22
chr9-3563	chr9	74975846	74976346	+	85.7	0.808	101.0	25.61	0.0	1.28
chr9-1232	chr9	86010170	86010670	+	85.7	0.72	313.5	74.76	0.0	1.01
chr8-1315	chr8	87182371	87182871	+	85.7	0.566	300.5	14.16	1.6199999999999999e-264	1.18
chr8-1289	chr8	49281215	49281715	+	85.7	0.721	306.0	31.38	0.0	1.08
chr8-1397	chr8	4165057	4165557	+	85.7	0.729	285.5	8.42	1.5600000000000001e-192	1.34
chr7-1299	chr7	141580130	141580630	+	85.7	0.74	290.5	17.49	1.13e-294	1.14
chr10-1185	chr10	110183543	110184043	+	85.7	0.72	285.5	60.1	0.0	1.12
chr11-2500	chr11	3202328	3202828	+	85.6	0.635	224.5	9.75	9.54e-213	1.6
chr15-1473	chr15	98170319	98170819	+	85.6	0.801	281.0	17.89	4.1e-298	1.2
chr11-1942	chr11	54155830	54156330	+	85.6	0.812	284.5	42.93	0.0	1.2
chr11-1646	chr11	113751148	113751648	+	85.6	0.549	329.0	8.71	2.0799999999999998e-197	0.98
chr12-923	chr12	84862131	84862631	+	85.6	0.766	293.5	4.12	1.51e-102	1.12
chr13-921	chr13	11432672	11433172	+	85.6	0.748	314.5	57.96	0.0	1.03
chr13-4549	chr13	46959108	46959608	+	85.6	0.757	59.5	22.82	0.0	1.21
chr14-2167	chr14	20757464	20757964	+	85.6	0.75	103.0	5.09	5.95e-128	1.23
chr14-755	chr14	46516220	46516720	+	85.6	0.72	315.5	17.31	2.04e-293	1.08
chr17-1692	chr17	84081960	84082460	+	85.6	0.71	185.0	4.1	3.1e-102	1.05
chr15-1423	chr15	103371755	103372255	+	85.6	0.765	291.5	5.52	5.94e-138	1.15
chr16-744	chr16	52060903	52061403	+	85.6	0.731	307.0	94.68	0.0	1.04
chr17-3319	chr17	34187187	34187687	+	85.6	0.74	81.5	14.4	4.15e-267	1.38
chr17-10898	chr17	64003386	64003886	+	85.6	0.759	21.0	71.43	0.0	1.45
chr18-649	chr18	54662267	54662767	+	85.6	0.734	313.0	67.94	0.0	1.02
chr18-1821	chr18	66104200	66104700	+	85.6	0.733	119.0	58.55	0.0	1.09
chr19-1962	chr19	35868094	35868594	+	85.6	0.691	109.0	39.47	0.0	1.27
chr19-847	chr19	36490775	36491275	+	85.6	0.79	275.5	33.92	0.0	1.17
chr9-5058	chr9	64114676	64115176	+	85.6	0.765	66.0	17.35	1.0600000000000001e-293	1.41
chr9-4593	chr9	123024135	123024635	+	85.6	0.767	74.0	29.1	0.0	1.34
chr14-1100	chr14	61880883	61881383	+	85.6	0.737	224.5	47.18	0.0	1.1
chr9-1204	chr9	61669594	61670094	+	85.6	0.771	317.5	5.92	1.12e-146	1.05
chr6-1098	chr6	135102806	135103306	+	85.6	0.743	320.5	16.63	1.23e-287	1.02
chr9-1292	chr9	51964001	51964501	+	85.6	0.735	299.5	14.42	2.41e-267	1.11
chr1-1740	chr1	105984076	105984576	+	85.6	0.802	270.0	11.62	7.04e-237	1.27
chr1-4225	chr1	133834249	133834749	+	85.6	0.755	103.0	14.48	7.11e-268	1.23
chr1-7519	chr1	144004014	144004514	+	85.6	0.756	52.0	44.95	0.0	1.45
chr2-7564	chr2	143914730	143915230	+	85.6	0.671	57.0	11.33	2.0699999999999997e-233	1.48
chr4-1485	chr4	106859433	106859933	+	85.6	0.798	288.5	15.21	6.89e-275	1.2
chr5-1375	chr5	38220255	38220755	+	85.6	0.721	296.0	36.62	0.0	1.12
chr6-1206	chr6	17923357	17923857	+	85.6	0.781	288.5	100.72	0.0	1.16
chr6-1199	chr6	52159993	52160493	+	85.6	0.787	291.5	18.7	1.6e-304	1.16
chr1-1506	chr1	51125785	51126285	+	85.6	0.708	306.0	52.53	0.0	1.01
chr6-1264	chr6	148946271	148946771	+	85.6	0.774	276.5	50.03	0.0	1.19
chr8-3188	chr8	22757378	22757878	+	85.6	0.776	111.0	12.69	3.2299999999999997e-249	1.45
chr7-1234	chr7	92698694	92699194	+	85.6	0.769	305.0	32.98	0.0	1.07
chr9-1134	chr9	20971957	20972457	+	85.6	0.579	334.0	11.64	3.5e-237	0.97
chr8-1374	chr8	125292879	125293379	+	85.6	0.718	289.0	23.1	0.0	1.15
chr9-2959	chr9	23354222	23354722	+	85.6	0.703	125.5	34.78	0.0	1.17
chr8-3117	chr8	3676215	3676715	+	85.6	0.765	114.0	33.64	0.0	1.41
chr7-1162	chr7	133007172	133007672	+	85.6	0.711	320.0	50.07	0.0	1.0
chr7-1166	chr7	110283922	110284422	+	85.6	0.658	319.5	13.17	1.6699999999999999e-254	1.02
chr11-5120	chr11	81942140	81942640	+	85.5	0.787	94.5	68.64	0.0	1.18
chr15-1394	chr15	7716133	7716633	+	85.5	0.739	297.5	40.82	0.0	1.12
chr11-1767	chr11	100046290	100046790	+	85.5	0.752	310.0	18.25	6.34e-300	1.03
chr12-4306	chr12	41089896	41090396	+	85.5	0.746	50.0	26.91	0.0	1.44
chr13-4806	chr13	28823456	28823956	+	85.5	0.73	55.5	36.24	0.0	1.27
chr14-2532	chr14	31435863	31436363	+	85.5	0.688	84.0	18.44	2.09e-301	1.5
chr14-849	chr14	31607348	31607848	+	85.5	0.777	288.5	70.74	0.0	1.16
chr14-1304	chr14	54127323	54127823	+	85.5	0.774	185.0	27.33	0.0	1.11
chr15-7680	chr15	6909666	6910166	+	85.5	0.799	40.5	35.37	0.0	1.55
chr16-834	chr16	23476694	23477194	+	85.5	0.769	277.5	8.44	2.26e-192	1.23
chr15-14101	chr15	11524295	11524795	+	85.5	0.651	21.5	19.11	1.39e-306	1.73
chr15-5444	chr15	85042260	85042760	+	85.5	0.745	60.5	9.95	1.1e-214	1.51
chr16-849	chr16	9211440	9211940	+	85.5	0.803	272.5	143.98	0.0	1.3
chr17-977	chr17	31841908	31842408	+	85.5	0.68	330.5	11.13	4.519999999999999e-230	0.96
chr18-654	chr18	62663765	62664265	+	85.5	0.708	310.5	92.66	0.0	1.05
chr18-2799	chr18	75525459	75525959	+	85.5	0.788	70.0	24.06	0.0	1.16
chr19-773	chr19	17393729	17394229	+	85.5	0.727	299.5	91.07	0.0	1.12
chr10-6849	chr10	93138328	93138828	+	85.5	0.704	41.5	9.21	3.47e-204	1.37
chr11-9387	chr11	8635658	8636158	+	85.5	0.746	43.5	19.25	1.28e-307	1.46
chr9-4605	chr9	49989869	49990369	+	85.5	0.726	73.5	9.72	1.7200000000000001e-211	1.35
chr10-1116	chr10	83118550	83119050	+	85.5	0.695	299.5	8.13	1.93e-187	1.11
chr7-1304	chr7	3446995	3447495	+	85.5	0.701	289.0	33.51	0.0	1.18
chr1-1566	chr1	63766357	63766857	+	85.5	0.725	295.0	10.96	6.47e-228	1.18
chr9-1215	chr9	56497267	56497767	+	85.5	0.739	316.0	7.0	1.21e-167	1.08
chr2-1725	chr2	30077965	30078465	+	85.5	0.492	292.0	6.43	1.3600000000000002e-156	1.18
chr2-5958	chr2	60901326	60901826	+	85.5	0.71	75.5	13.48	8.81e-257	1.4
chr2-1867	chr2	158361263	158361763	+	85.5	0.729	272.0	36.49	0.0	1.29
chr3-1211	chr3	79542536	79543036	+	85.5	0.801	286.5	24.51	0.0	1.19
chr3-1116	chr3	87072587	87073087	+	85.5	0.616	304.5	22.53	0.0	1.09
chr5-1981	chr5	136531623	136532123	+	85.5	0.707	209.5	19.59	4.04e-310	1.28
chr1-1413	chr1	184241542	184242042	+	85.5	0.698	322.0	18.41	3.55e-301	0.99
chr7-1169	chr7	16272616	16273116	+	85.5	0.647	318.0	6.3	4.12e-154	1.05
chr8-1531	chr8	13640535	13641035	+	85.5	0.757	262.0	7.09	2.52e-169	1.33
chr8-1286	chr8	64073290	64073790	+	85.5	0.728	306.5	217.55	0.0	1.05
chr8-5972	chr8	111902052	111902552	+	85.5	0.778	50.5	51.67	0.0	1.28
chr9-1544	chr9	21033136	21033636	+	85.5	0.808	257.5	23.27	0.0	1.35
chr9-1360	chr9	21792559	21793059	+	85.5	0.743	286.0	6.19	7.01e-152	1.28
chr7-1227	chr7	125491272	125491772	+	85.5	0.747	307.0	18.87	9.9e-305	1.08
chr14-1097	chr14	63681470	63681970	+	85.4	0.9	225.5	156.43	0.0	1.63
chr8-1222	chr8	121116588	121117088	+	85.4	0.592	320.5	4.59	4.36e-115	1.07
chr9-1280	chr9	121673668	121674168	+	85.4	0.676	303.5	13.85	7.32e-261	1.08
chr9-1291	chr9	123187553	123188053	+	85.4	0.754	300.0	65.5	0.0	1.1
chr10-3460	chr10	86161528	86162028	+	85.4	0.697	92.5	6.79	6.6e-164	1.3
chr13-928	chr13	27734537	27735037	+	85.4	0.783	312.5	87.83	0.0	1.03
chr13-4724	chr13	54280290	54280790	+	85.4	0.712	57.0	15.56	2.4999999999999997e-277	1.33
chr18-652	chr18	35118570	35119070	+	85.4	0.592	311.5	16.18	7.14e-283	1.05
chr15-1342	chr15	64381976	64382476	+	85.4	0.532	307.0	6.58	7.510000000000001e-160	1.06
chr15-1322	chr15	66815338	66815838	+	85.4	0.752	310.0	8.65	8.54e-196	1.04
chr16-1836	chr16	18096215	18096715	+	85.4	0.797	115.5	23.03	0.0	1.3
chr18-2149	chr18	36744339	36744839	+	85.4	0.773	95.5	19.11	8.81e-307	1.26
chr18-710	chr18	76096017	76096517	+	85.4	0.742	295.0	6.95	6.770000000000001e-167	1.12
chr19-755	chr19	21788812	21789312	+	85.4	0.779	308.0	9.79	1.33e-212	1.13
chrX-355	chrX	97377026	97377526	+	85.4	0.71	294.5	39.24	0.0	1.18
chr9-1484	chr9	44417822	44418322	+	85.4	0.81	266.5	9.65	1.1900000000000001e-210	1.22
chr9-1364	chr9	79617332	79617832	+	85.4	0.794	286.0	22.44	0.0	1.23
chr7-1263	chr7	114183302	114183802	+	85.4	0.783	299.0	14.7	2.8300000000000003e-269	1.14
chr4-1513	chr4	107314108	107314608	+	85.4	0.708	284.0	36.45	0.0	1.21
chr7-1241	chr7	79269811	79270311	+	85.4	0.699	303.0	7.51	5.33e-177	1.17
chr1-2341	chr1	69375336	69375836	+	85.4	0.759	206.5	39.97	0.0	1.08
chr1-7465	chr1	132802436	132802936	+	85.4	0.762	52.5	72.64	0.0	1.31
chr1-1509	chr1	133978159	133978659	+	85.4	0.547	305.5	5.97	2.8599999999999996e-147	1.07
